date,BDI,BCI,BPI,BSI,BHSI
2008-02-09,3956,5133,3956,2848,2571
2008-02-10,3960,5110,3960,2846,2574
2008-02-12,3931,5000,3931,2857,2555
2008-02-13,3964,5085,3964,2868,2577
2008-02-16,4015,5231,4015,2873,2610
2008-02-17,4042,5314,4042,2887,2627
2008-02-18,4070,5419,4070,2898,2646
2008-02-19,4126,5589,4126,2918,2682
2008-02-20,4169,5702,4169,2932,2710
2008-02-23,4182,5743,4182,2941,2718
2008-02-24,4159,5705,4159,2947,2703
2008-02-25,4109,5622,4109,2944,2671
2008-02-26,4053,5528,4053,2929,2634
2008-02-27,4017,5454,4017,2917,2611
2008-03-01,3996,5419,3996,2910,2597
2008-03-02,3978,5404,3978,2899,2586
2008-03-03,3960,5402,3960,2885,2574
2008-03-04,3955,5433,3955,2862,2571
2008-03-05,3982,5518,3982,2834,2588
2008-03-08,4006,5576,4006,2815,2604
2008-03-09,4037,5616,4037,2798,2624
2008-03-10,4100,5715,4100,2788,2665
2008-03-11,4146,5764,4146,2782,2695
2008-03-12,4188,5801,4188,2774,2722
2008-03-15,4214,5810,4214,2772,2739
2008-03-16,4242,5832,4242,2771,2757
2008-03-17,4256,5842,4256,2769,2766
2008-03-18,4245,5821,4245,2767,2759
2008-03-19,4210,5733,4210,2769,2736
2008-03-22,4180,5665,4180,2769,2717
2008-03-23,4153,5614,4153,2767,2699
2008-03-24,4134,5601,4134,2763,2687
2008-03-25,4121,5586,4121,2766,2679
2008-03-26,4129,5602,4129,2769,2684
2008-03-29,4137,5615,4137,2770,2689
2008-03-30,4138,5610,4138,2767,2690
2008-03-31,4144,5602,4144,2773,2694
2008-04-01,4163,5628,4163,2776,2706
2008-04-02,4185,5677,4185,2774,2720
2008-04-05,4208,5745,4208,2769,2735
2008-04-06,4255,5864,4255,2772,2766
2008-04-07,4298,5976,4298,2778,2794
2008-04-08,4336,6036,4336,2786,2818
2008-04-09,4369,6078,4369,2792,2840
2008-04-12,4400,6104,4400,2796,2860
2008-04-13,4407,6059,4407,2805,2865
2008-04-14,4367,5920,4367,2813,2839
2008-04-15,4323,5792,4323,2828,2810
2008-04-16,4294,5709,4294,2849,2791
2008-04-19,4275,5675,4275,2867,2779
2008-04-20,4270,5714,4270,2884,2776
2008-04-21,4294,5811,4294,2900,2791
2008-04-22,4307,5847,4307,2919,2800
2008-04-23,4318,5851,4318,2938,2807
2008-04-26,4324,5839,4324,2952,2811
2008-04-27,4330,5840,4330,2961,2814
2008-04-28,4336,5837,4336,2965,2818
2008-04-29,4362,5898,4362,2974,2835
2008-04-30,4397,5972,4397,2989,2858
2008-05-12,4452,6105,4452,2987,2894
2008-05-13,4494,6193,4494,2988,2921
2008-05-14,4539,6280,4539,2989,2950
2008-05-17,4579,6372,4579,2992,2976
2008-05-18,4617,6431,4617,2998,3001
2008-05-19,4640,6457,4640,3010,3016
2008-05-20,4647,6470,4647,3039,3021
2008-05-21,4642,6471,4642,3056,3017
2008-05-24,4629,6459,4629,3060,3009
2008-05-25,4555,6322,4555,3053,2961
2008-05-26,4481,6169,4481,3034,2913
2008-05-27,4411,6040,4411,3002,2867
2008-05-31,4362,5962,4362,2971,2835
2008-06-01,4360,6051,4360,2907,2834
2008-06-02,4381,6169,4381,2891,2848
2008-06-03,4385,6262,4385,2871,2850
2008-06-04,4367,6284,4367,2852,2839
2008-06-07,4343,6269,4343,2833,2823
2008-06-08,4287,6182,4287,2820,2787
2008-06-09,4225,6045,4225,2808,2746
2008-06-10,4219,6026,4219,2796,2742
2008-06-11,4243,6056,4243,2785,2758
2008-06-14,4265,6110,4265,2776,2772
2008-06-15,4291,6183,4291,2763,2789
2008-06-16,4313,6256,4313,2755,2803
2008-06-17,4323,6314,4323,2744,2810
2008-06-18,4328,6340,4328,2737,2813
2008-06-21,4348,6382,4348,2732,2826
2008-06-22,4360,6375,4360,2740,2834
2008-06-23,4366,6300,4366,2755,2838
2008-06-24,4352,6210,4352,2772,2829
2008-06-25,4355,6161,4355,2795,2831
2008-06-28,4355,6136,4355,2812,2831
2008-06-29,4359,6125,4359,2829,2833
2008-06-30,4399,6193,4399,2845,2859
2008-07-01,4456,6318,4456,2859,2896
2008-07-02,4545,6521,4545,2876,2954
2008-07-05,4609,6635,4609,2901,2996
2008-07-06,4704,6834,4704,2920,3058
2008-07-07,4765,6917,4765,2944,3097
2008-07-08,4818,6987,4818,2973,3132
2008-07-09,4872,7045,4872,3005,3167
2008-07-12,4908,7044,4908,3028,3190
2008-07-13,4921,6974,4921,3048,3199
2008-07-14,4937,6924,4937,3077,3209
2008-07-15,4963,6914,4963,3127,3226
2008-07-16,5000,6955,5000,3176,3250
2008-07-19,5041,6999,5041,3228,3277
2008-07-20,5069,7003,5069,3285,3295
2008-07-21,5077,6982,5077,3333,3300
2008-07-22,5071,6945,5071,3363,3296
2008-07-23,5086,6969,5086,3374,3306
2008-07-26,5123,7076,5123,3380,3330
2008-07-27,5172,7223,5172,3394,3362
2008-07-28,5226,7411,5226,3412,3397
2008-07-29,5275,7546,5275,3426,3429
2008-07-30,5330,7642,5330,3437,3464
2008-08-02,5357,7683,5357,3446,3482
2008-08-03,5364,7692,5364,3453,3487
2008-08-04,5356,7686,5356,3464,3481
2008-08-05,5355,7701,5355,3476,3481
2008-08-06,5388,7810,5388,3482,3502
2008-08-09,5417,7888,5417,3489,3521
2008-08-10,5439,7929,5439,3494,3535
2008-08-11,5487,8028,5487,3503,3567
2008-08-12,5532,8117,5532,3514,3596
2008-08-17,5552,8122,5552,3530,3609
2008-08-18,5556,8086,5556,3547,3611
2008-08-19,5546,7990,5546,3577,3605
2008-08-20,5553,7960,5553,3613,3609
2008-08-23,5562,7947,5562,3639,3615
2008-08-24,5601,8030,5601,3657,3641
2008-08-25,5700,8252,5700,3686,3705
2008-08-26,5782,8404,5782,3727,3758
2008-08-27,5850,8487,5850,3765,3802
2008-08-30,5922,8605,5922,3799,3849
2008-08-31,6029,8795,6029,3828,3919
2008-09-01,6122,8953,6122,3867,3979
2008-09-02,6192,9060,6192,3919,4025
2008-09-03,6230,9116,6230,3965,4050
2008-09-06,6248,9127,6248,4005,4061
2008-09-07,6255,9118,6255,4024,4066
2008-09-08,6262,9107,6262,4039,4070
2008-09-09,6276,9069,6276,4056,4079
2008-09-10,6321,9122,6321,4085,4109
2008-09-14,6395,9213,6395,4134,4157
2008-09-15,6478,9302,6478,4182,4211
2008-09-16,6585,9499,6585,4225,4280
2008-09-17,6648,9639,6648,4254,4321
2008-09-20,6685,9687,6685,4280,4345
2008-09-21,6688,9653,6688,4303,4347
2008-09-22,6650,9562,6650,4310,4322
2008-09-23,6603,9487,6603,4292,4292
2008-09-24,6554,9415,6554,4269,4260
2008-09-27,6521,9362,6521,4241,4239
2008-09-28,6471,9260,6471,4221,4206
2008-09-29,6422,9181,6422,4205,4174
2008-09-30,6304,8972,6304,4187,4098
2008-10-01,6212,8835,6212,4156,4038
2008-10-05,6123,8718,6123,4122,3980
2008-10-06,6023,8477,6023,4097,3915
2008-10-07,5971,8359,5971,4077,3881
2008-10-08,5983,8382,5983,4067,3889
2008-10-11,6011,8421,6011,4067,3907
2008-10-12,6023,8366,6023,4071,3915
2008-10-13,5988,8167,5988,4075,3892
2008-10-14,5877,7831,5877,4072,3820
2008-10-15,5736,7514,5736,4060,3728
2008-10-18,5661,7391,5661,4056,3680
2008-10-19,5538,7070,5538,4052,3600
2008-10-20,5407,6688,5407,4043,3515
2008-10-21,5302,6435,5302,4028,3446
2008-10-22,5258,6356,5258,4016,3418
2008-10-25,5254,6382,5254,4002,3415
2008-10-26,5310,6505,5310,3985,3452
2008-10-27,5438,6769,5438,3982,3535
2008-10-28,5672,7345,5672,3990,3687
2008-10-29,5922,7985,5922,3998,3849
2008-11-01,6038,8228,6038,4008,3925
2008-11-02,6105,8333,6105,4016,3968
2008-11-03,6180,8513,6180,4025,4017
2008-11-04,6234,8614,6234,4030,4052
2008-11-05,6278,8643,6278,4039,4081
2008-11-08,6304,8650,6304,4052,4098
2008-11-09,6302,8522,6302,4063,4096
2008-11-10,6293,8293,6293,4077,4090
2008-11-11,6251,8001,6251,4092,4063
2008-11-12,6201,7769,6201,4105,4031
2008-11-15,6220,7773,6220,4117,4043
2008-11-16,6301,7978,6301,4126,4096
2008-11-17,6484,8360,6484,4165,4215
2008-11-18,6656,8704,6656,4268,4326
2008-11-19,6706,8742,6706,4337,4359
2008-11-22,6692,8651,6692,4373,4350
2008-11-23,6637,8470,6637,4391,4314
2008-11-24,6582,8262,6582,4413,4278
2008-11-25,6567,8220,6567,4455,4269
2008-11-26,6567,8303,6567,4493,4269
2008-11-29,6659,8415,6659,4526,4328
2008-11-30,6720,8549,6720,4556,4368
2008-12-01,6780,8678,6780,4586,4407
2008-12-02,6838,8746,6838,4626,4445
2008-12-03,6890,8785,6890,4675,4478
2008-12-06,6936,8864,6936,4696,4508
2008-12-08,6993,9027,6993,4712,4545
2008-12-09,7000,9135,7000,4713,4550
2008-12-10,7007,9245,7007,4714,4555
2008-12-13,6990,9267,6990,4719,4544
2008-12-14,6966,9267,6966,4729,4528
2008-12-15,6917,9219,6917,4737,4496
2008-12-16,6936,9286,6936,4747,4508
2008-12-17,7011,9406,7011,4768,4557
2008-12-20,7066,9481,7066,4778,4593
2008-12-21,7143,9637,7143,4783,4643
2008-12-22,7231,9829,7231,4788,4700
2008-12-23,7319,10010,7319,4801,4757
2008-12-24,7313,9963,7313,4816,4753
2008-12-27,7289,9884,7289,4825,4738
2008-12-28,7243,9805,7243,4826,4708
2008-12-29,7211,9813,7211,4809,4687
2008-12-30,7237,9906,7237,4775,4704
2008-12-31,7277,9996,7277,4761,4730
2009-01-04,7381,10267,7381,4774,4798
2009-01-05,7474,10446,7474,4817,4858
2009-01-06,7586,10590,7586,4898,4931
2009-01-07,7702,10715,7702,5004,5006
2009-01-10,7783,10785,7783,5087,5059
2009-01-11,7907,10897,7907,5169,5140
2009-01-12,8090,11054,8090,5239,5258
2009-01-13,8270,11223,8270,5299,5376
2009-01-14,8410,11434,8410,5388,5466
2009-01-17,8477,11526,8477,5453,5510
2009-01-18,8468,11508,8468,5492,5504
2009-01-19,8421,11363,8421,5500,5474
2009-01-20,8340,11151,8340,5490,5421
2009-01-21,8347,11059,8347,5491,5426
2009-01-24,8296,11072,8296,5488,5392
2009-01-25,8313,11168,8313,5474,5403
2009-01-26,8429,11482,8429,5466,5479
2009-01-27,8619,11770,8619,5474,5602
2009-01-28,8956,12550,8956,5494,5821
2009-01-31,9082,12842,9082,5505,5903
2009-02-01,9215,13186,9215,5506,5990
2009-02-02,9259,13314,9259,5521,6018
2009-02-03,9370,13728,9370,5552,6090
2009-02-04,9474,14002,9474,5588,6158
2009-02-07,9537,14098,9537,5639,6199
2009-02-08,9566,14097,9566,5693,6218
2009-02-09,9561,13983,9561,5741,6215
2009-02-10,9513,13678,9513,5803,6183
2009-02-11,9535,13664,9535,5860,6198
2009-02-14,9665,14010,9665,5900,6282
2009-02-15,9860,14388,9860,5978,6409
2009-02-16,10218,14958,10218,6144,6642
2009-02-17,10513,15403,10513,6337,6833
2009-02-18,10695,15477,10695,6501,6952
2009-02-21,10756,15463,10756,6618,6991
2009-02-22,10748,15361,10748,6678,6986
2009-02-23,10724,15272,10724,6716,6971
2009-02-24,10732,15299,10732,6756,6976
2009-02-25,10798,15412,10798,6790,7019
2009-02-28,10853,15483,10853,6819,7054
2009-03-01,10944,15515,10944,6845,7114
2009-03-02,10984,15487,10984,6872,7140
2009-03-04,11025,15323,11025,6915,7166
2009-03-07,11033,15197,11033,6936,7171
2009-03-08,11033,15197,11033,6936,7171
2009-03-09,10656,14078,10656,6949,6926
2009-03-10,10581,13988,10581,6897,6878
2009-03-11,10548,14021,10548,6852,6856
2009-03-14,10539,14178,10539,6806,6850
2009-03-15,10605,14508,10605,6775,6893
2009-03-16,10674,14749,10674,6756,6938
2009-03-17,10744,14894,10744,6761,6984
2009-03-18,10867,15252,10867,6790,7064
2009-03-21,10995,15660,10995,6805,7147
2009-03-22,11039,15949,11039,6802,7175
2009-03-23,10995,15949,10995,6761,7147
2009-03-24,10938,16256,10938,6724,7110
2009-03-25,10870,16236,10870,6690,7066
2009-03-28,10780,16115,10780,6638,7007
2009-03-29,10647,15785,10647,6587,6921
2009-03-30,10517,15501,10517,6497,6836
2009-03-31,10328,15085,10328,6382,6713
2009-04-01,10148,14873,10148,6205,6596
2009-04-04,10003,14695,10003,6097,6502
2009-04-05,9897,14618,9897,6000,6433
2009-04-06,9922,14755,9922,5946,6449
2009-04-07,10092,15181,10092,5940,6560
2009-04-08,10210,15357,10210,5988,6636
2009-04-11,10270,15422,10270,6015,6676
2009-04-12,10285,15405,10285,6039,6685
2009-04-13,10216,15247,10216,6056,6640
2009-04-14,10142,15079,10142,6064,6592
2009-04-15,10068,14879,10068,6083,6544
2009-04-18,9992,14703,9992,6092,6495
2009-04-19,9929,14625,9929,6097,6454
2009-04-20,9936,14739,9936,6101,6458
2009-04-21,9949,14793,9949,6108,6467
2009-04-22,9918,14758,9918,6093,6447
2009-04-25,9848,14632,9848,6062,6401
2009-04-26,9751,14452,9751,6022,6338
2009-04-27,9591,14190,9591,5968,6234
2009-04-28,9392,13912,9392,5911,6105
2009-04-29,9236,13708,9236,5864,6003
2009-05-02,9143,13603,9143,5817,5943
2009-05-11,8891,13233,8891,5741,5779
2009-05-12,8756,13020,8756,5672,5691
2009-05-13,8702,12890,8702,5611,5656
2009-05-16,8732,12842,8732,5584,5676
2009-05-17,8730,12710,8730,5583,5674
2009-05-18,8621,12400,8621,5561,5604
2009-05-19,8333,11693,8333,5462,5416
2009-05-20,7949,10784,7949,5323,5167
2009-05-23,7654,10085,7654,5221,4975
2009-05-24,7336,9374,7336,5113,4768
2009-05-25,6915,8409,6915,4979,4495
2009-05-26,6472,7520,6472,4781,4207
2009-05-27,6462,7754,6462,4622,4200
2009-05-30,6513,8054,6513,4544,4233
2009-05-31,6437,8071,6437,4441,4184
2009-06-01,6246,7848,6246,4332,4060
2009-06-02,5948,7352,5948,4213,3866
2009-06-03,5780,7202,5780,4129,3757
2009-06-06,5692,7189,5692,4055,3700
2009-06-07,5615,7202,5615,3982,3650
2009-06-08,5900,8310,5900,3903,3835
2009-06-09,6052,8766,6052,3860,3934
2009-06-10,6134,9031,6134,3839,3987
2009-06-13,6121,9053,6121,3834,3979
2009-06-14,6032,8828,6032,3823,3921
2009-06-15,6002,8748,6002,3843,3901
2009-06-16,6135,9096,6135,3869,3988
2009-06-17,6353,9490,6353,3913,4129
2009-06-20,6520,9756,6520,3980,4238
2009-06-21,6712,10027,6712,4052,4363
2009-06-22,6965,10415,6965,4166,4527
2009-06-23,7212,10546,7212,4298,4688
2009-06-24,7355,10436,7355,4457,4781
2009-06-27,7381,10195,7381,4616,4798
2009-06-28,7319,9875,7319,4820,4757
2009-06-29,7081,9279,7081,4938,4603
2009-06-30,6998,9327,6998,4938,4549
2009-07-01,7187,9934,7187,4922,4672
2009-07-04,7296,10246,7296,4922,4742
2009-07-05,7312,10175,7312,4942,4753
2009-07-06,7299,10068,7299,4977,4744
2009-07-07,7332,10104,7332,5000,4766
2009-07-08,7613,10743,7613,5021,4948
2009-07-11,7878,11433,7878,5020,5121
2009-07-12,7993,11670,7993,5025,5195
2009-07-13,8162,11863,8162,5038,5305
2009-07-14,8403,12285,8403,5080,5462
2009-07-15,8536,12458,8536,5147,5548
2009-07-18,8624,12625,8624,5206,5606
2009-07-19,8560,12315,8560,5263,5564
2009-07-20,8346,11660,8346,5321,5425
2009-07-21,8092,10883,8092,5369,5260
2009-07-22,7972,10519,7972,5394,5182
2009-07-25,7913,10379,7913,5387,5143
2009-07-26,7893,10381,7893,5360,5130
2009-07-27,7801,10246,7801,5302,5071
2009-07-28,7684,9982,7684,5267,4995
2009-08-02,7619,9894,7619,5184,4952
2009-08-03,7679,10281,7679,5091,4991
2009-08-04,7884,11100,7884,4986,5125
2009-08-05,8069,11815,8069,4916,5245
2009-08-08,8081,11993,8081,4827,5253
2009-08-09,7890,11511,7890,4792,5128
2009-08-10,7655,10952,7655,4768,4976
2009-08-11,7690,11158,7690,4742,4998
2009-08-12,7737,11326,7737,4733,5029
2009-08-15,7741,11354,7741,4728,5032
2009-08-16,7754,11349,7754,4718,5040
2009-08-17,7760,11263,7760,4707,5044
2009-08-18,7823,11366,7823,4665,5085
2009-08-19,7889,11484,7889,4664,5128
2009-08-22,7961,11587,7961,4685,5175
2009-08-23,7957,11459,7957,4705,5172
2009-08-24,7967,11298,7967,4749,5179
2009-08-25,8038,11337,8038,4797,5225
2009-08-26,8203,11610,8203,4866,5332
2009-08-29,8350,11898,8350,4934,5428
2009-08-30,8550,12248,8550,5029,5558
2009-08-31,8862,12845,8862,5144,5760
2009-09-01,9182,13583,9182,5276,5968
2009-09-02,9329,13890,9329,5400,6064
2009-09-05,9344,13920,9344,5449,6074
2009-09-06,9273,13830,9273,5446,6027
2009-09-07,9356,14173,9356,5444,6081
2009-09-08,9439,14392,9439,5443,6135
2009-09-09,9581,14711,9581,5476,6228
2009-09-13,9855,15133,9855,5559,6406
2009-09-14,10104,15553,10104,5663,6568
2009-09-15,10221,15629,10221,5772,6644
2009-09-16,10237,15537,10237,5848,6654
2009-09-19,10220,15447,10220,5884,6643
2009-09-20,10354,15769,10354,5998,6730
2009-09-21,10649,16357,10649,6124,6922
2009-09-22,11067,16999,11067,6252,7194
2009-09-23,11459,17685,11459,6393,7448
2009-09-26,11709,18045,11709,6524,7611
2009-09-27,11793,18105,11793,6641,7665
2009-09-28,11771,18128,11771,6709,7651
2009-09-29,11648,18051,11648,6743,7571
2009-09-30,11465,17911,11465,6741,7452
2009-10-04,11269,17725,11269,6672,7325
2009-10-05,11245,17888,11245,6574,7309
2009-10-06,11347,18348,11347,6488,7376
2009-10-07,11440,18749,11440,6405,7436
2009-10-10,11458,18920,11458,6317,7448
2009-10-11,11503,19125,11503,6273,7477
2009-10-12,11623,19488,11623,6288,7555
2009-10-13,11689,19687,11689,6307,7598
2009-10-14,11612,19451,11612,6340,7548
2009-10-17,11534,19253,11534,6350,7497
2009-10-18,11409,18880,11409,6377,7416
2009-10-19,11105,18033,11105,6385,7218
2009-10-20,10142,15178,10142,6388,6592
2009-10-21,9646,13960,9646,6368,6270
2009-10-24,9419,13553,9419,6339,6122
2009-10-25,9413,13890,9413,6294,6118
2009-10-26,9437,14154,9437,6204,6134
2009-10-27,9474,14162,9474,6228,6158
2009-10-28,9428,13858,9428,6236,6128
2009-10-31,9211,13112,9211,6203,5987
2009-11-01,9139,12860,9139,6128,5940
2009-11-02,9244,13053,9244,5999,6009
2009-11-03,9473,13591,9473,5926,6157
2009-11-04,9599,13936,9599,5878,6239
2009-11-07,9589,13978,9589,5843,6233
2009-11-08,9379,13470,9379,5810,6096
2009-11-09,9139,13032,9139,5759,5940
2009-11-10,8925,12593,8925,5700,5801
2009-11-11,8854,12488,8854,5648,5755
2009-11-14,8964,12829,8964,5596,5827
2009-11-15,9147,13260,9147,5557,5946
2009-11-16,9272,13498,9272,5526,6027
2009-11-17,9313,13526,9313,5520,6053
2009-11-18,9230,13246,9230,5517,6000
2009-11-21,9181,13149,9181,5496,5968
2009-11-22,9150,13200,9150,5474,5948
2009-11-23,9092,13219,9092,5451,5910
2009-11-24,9059,13336,9059,5423,5888
2009-11-25,9012,13411,9012,5392,5858
2009-11-28,8961,13404,8961,5353,5825
2009-11-29,8904,13449,8904,5318,5788
2009-11-30,8856,13577,8856,5282,5756
2009-12-01,8771,13579,8771,5225,5701
2009-12-02,8637,13417,8637,5155,5614
2009-12-05,8513,13192,8513,5091,5533
2009-12-06,8434,13132,8434,5024,5482
2009-12-07,8388,13077,8388,4953,5452
2009-12-08,8341,13005,8341,4897,5422
2009-12-09,8280,12944,8280,4827,5382
2009-12-12,8209,12838,8209,4779,5336
2009-12-13,8100,12695,8100,4686,5265
2009-12-14,7869,12244,7869,4605,5115
2009-12-15,7521,11456,7521,4511,4889
2009-12-16,7201,10720,7201,4450,4681
2009-12-19,7055,10581,7055,4389,4586
2009-12-20,6992,10695,6992,4307,4545
2009-12-21,7097,11256,7097,4227,4613
2009-12-22,7420,12240,7420,4200,4823
2009-12-23,7557,12581,7557,4198,4912
2009-12-26,7622,12673,7622,4229,4954
2009-12-27,7543,12337,7543,4288,4903
2009-12-28,7344,11710,7344,4370,4774
2009-12-29,7190,11331,7190,4392,4674
2009-12-30,7147,11291,7147,4387,4646
2010-01-03,7115,11263,7115,4379,4625
2010-01-04,7050,11120,7050,4349,4582
2010-01-05,6929,10820,6929,4291,4504
2010-01-06,6809,10506,6809,4189,4426
2010-01-09,6691,10216,6691,4090,4349
2010-01-10,6466,9599,6466,3971,4203
2010-01-11,6146,8724,6146,3823,3995
2010-01-12,5874,8107,5874,3632,3818
2010-01-13,5663,7708,5663,3475,3681
2010-01-16,5492,7496,5492,3361,3570
2010-01-17,5255,7195,5255,3230,3416
2010-01-18,5026,6864,5026,3160,3267
2010-01-19,4893,6655,4893,3130,3180
2010-01-20,4800,6438,4800,3126,3120
2010-01-23,4747,6369,4747,3102,3086
2010-01-24,4760,6471,4760,3086,3094
2010-01-25,4856,6578,4856,3077,3156
2010-01-26,4958,6606,4958,3087,3223
2010-01-27,4975,6528,4975,3102,3234
2010-01-30,4949,6408,4949,3112,3217
2010-01-31,4782,6078,4782,3103,3108
2010-02-01,4489,5581,4489,3067,2918
2010-02-02,4163,5206,4163,3012,2706
2010-02-03,3746,4652,3746,2925,2435
2010-02-06,3504,4499,3504,2851,2278
2010-02-07,3217,4318,3217,2729,2091
2010-02-08,3025,4163,3025,2599,1966
2010-02-09,2990,4197,2990,2454,1944
2010-02-10,3002,4254,3002,2364,1951
2010-02-13,2992,4310,2992,2276,1945
2010-02-14,2922,4279,2922,2127,1899
2010-02-15,2764,4057,2764,1987,1797
2010-02-16,2503,3548,2503,1844,1627
2010-02-17,2221,3087,2221,1641,1444
2010-02-20,1976,2696,1976,1463,1284
2010-02-21,1809,2414,1809,1355,1176
2010-02-22,1615,1992,1615,1294,1050
2010-02-23,1506,1842,1506,1254,979
2010-02-24,1438,1776,1438,1206,935
2010-02-27,1355,1674,1355,1144,881
2010-02-28,1292,1605,1292,1079,840
2010-03-01,1221,1572,1221,975,794
2010-03-02,1149,1525,1149,881,747
2010-03-03,1102,1504,1102,817,716
2010-03-06,1048,1456,1048,768,681
2010-03-07,982,1400,982,701,638
2010-03-08,925,1345,925,655,601
2010-03-09,885,1307,885,617,575
2010-03-10,851,1265,851,583,553
2010-03-13,827,1233,827,559,538
2010-03-14,815,1211,815,531,530
2010-03-15,826,1185,826,512,537
2010-03-16,839,1162,839,521,545
2010-03-17,829,1120,829,530,539
2010-03-20,820,1095,820,531,533
2010-03-21,818,1065,818,534,532
2010-03-22,824,1048,824,536,536
2010-03-23,838,1040,838,543,545
2010-03-24,841,1016,841,556,547
2010-03-27,856,1002,856,571,556
2010-03-28,865,994,865,589,562
2010-03-29,859,989,859,606,558
2010-03-30,847,976,847,623,551
2010-03-31,836,967,836,634,543
2010-04-03,824,955,824,640,536
2010-04-04,804,932,804,641,523
2010-04-05,763,883,763,637,496
2010-04-06,733,858,733,632,476
2010-04-07,715,838,715,622,465
2010-04-10,700,833,700,610,455
2010-04-11,684,830,684,597,445
2010-04-12,672,830,672,579,437
2010-04-13,666,839,666,564,433
2010-04-14,663,871,663,548,431
2010-04-17,671,938,671,533,436
2010-04-18,679,991,679,523,441
2010-04-19,691,1058,691,511,449
2010-04-20,711,1142,711,498,462
2010-04-21,764,1331,764,490,497
2010-04-24,803,1454,803,486,522
2010-04-25,828,1514,828,481,538
2010-04-26,836,1515,836,476,543
2010-04-27,829,1476,829,464,539
2010-04-28,818,1423,818,454,532
2010-05-01,801,1373,801,442,521
2010-05-02,784,1345,784,430,510
2010-05-03,774,1337,774,421,503
2010-05-12,773,1361,528,411,502
2010-05-15,772,1386,512,406,502
2010-05-16,775,1406,512,395,504
2010-05-17,789,1452,519,390,513
2010-05-18,821,1564,516,389,534
2010-05-19,872,1728,518,394,567
2010-05-22,889,1788,514,397,578
2010-05-23,911,1864,504,402,592
2010-05-24,920,1888,498,409,598
2010-05-25,908,1850,487,413,590
2010-05-26,881,1760,481,418,573
2010-05-29,868,1709,478,424,564
2010-05-30,872,1719,480,427,567
2010-05-31,900,1800,489,432,585
2010-06-01,945,1939,499,436,614
2010-06-02,980,2032,516,443,637
2010-06-05,995,2049,547,446,647
2010-06-06,1004,2035,572,460,653
2010-06-07,1014,2006,616,473,659
2010-06-08,1036,1972,700,488,673
2010-06-09,1070,1981,775,512,696
2010-06-12,1099,2004,821,533,714
2010-06-13,1148,2093,859,556,746
2010-06-14,1316,2380,976,681,855
2010-06-15,1498,2734,1102,783,974
2010-06-16,1642,2999,1224,854,1067
2010-06-19,1815,3344,1344,948,1180
2010-06-20,1974,3626,1486,1025,1283
2010-06-21,2055,3822,1484,1089,1336
2010-06-22,1989,3567,1451,1148,1293
2010-06-23,1908,3335,1367,1190,1240
2010-06-26,1846,3170,1303,1209,1200
2010-06-27,1895,3356,1273,1213,1232
2010-06-28,1986,3587,1319,1231,1291
2010-06-29,2057,3733,1350,1271,1337
2010-06-30,2099,3768,1403,1300,1364
2010-07-03,2084,3649,1429,1325,1355
2010-07-04,2010,3362,1424,1347,1306
2010-07-05,1960,3124,1432,1385,1274
2010-07-06,1950,2963,1454,1474,1268
2010-07-07,1986,2963,1504,1529,1291
2010-07-10,2014,2921,1586,1569,1309
2010-07-11,2034,2862,1680,1585,1322
2010-07-12,2084,2818,1857,1603,1355
2010-07-13,2167,2830,2048,1653,1409
2010-07-14,2225,2839,2179,1688,1446
2010-07-17,2262,2831,2264,1713,1470
2010-07-18,2298,2807,2364,1728,1494
2010-07-19,2271,2706,2348,1735,1476
2010-07-20,2201,2580,2235,1727,1431
2010-07-21,2122,2454,2109,1710,1379
2010-07-24,2058,2365,1997,1694,1338
2010-07-25,1974,2251,1853,1673,1283
2010-07-26,1861,2157,1621,1632,1210
2010-07-27,1795,2154,1472,1583,1167
2010-07-28,1782,2197,1440,1541,1158
2010-07-31,1773,2215,1453,1493,1152
2010-08-01,1758,2195,1491,1437,1143
2010-08-02,1740,2169,1508,1398,1131
2010-08-03,1714,2134,1495,1365,1114
2010-08-04,1678,2092,1457,1338,1091
2010-08-07,1646,2078,1400,1313,1070
2010-08-08,1615,2066,1342,1288,1050
2010-08-09,1574,2039,1263,1268,1023
2010-08-10,1538,2001,1205,1250,1000
2010-08-11,1506,1962,1159,1236,979
2010-08-14,1486,1961,1117,1220,966
2010-08-15,1466,1972,1083,1183,953
2010-08-16,1463,1993,1089,1159,951
2010-08-17,1478,2024,1118,1153,961
2010-08-22,1492,2033,1158,1158,970
2010-08-23,1534,2077,1252,1165,997
2010-08-24,1604,2140,1382,1203,1043
2010-08-25,1682,2209,1523,1241,1093
2010-08-28,1737,2285,1580,1279,1129
2010-08-29,1797,2393,1634,1308,1168
2010-08-30,1869,2501,1714,1350,1215
2010-08-31,1897,2539,1712,1396,1233
2010-09-01,1873,2494,1632,1435,1217
2010-09-04,1839,2443,1547,1453,1195
2010-09-05,1790,2364,1468,1447,1164
2010-09-06,1772,2342,1440,1438,1152
2010-09-07,1786,2348,1491,1427,1161
2010-09-08,1806,2376,1523,1430,1174
2010-09-12,1897,2528,1666,1430,1233
2010-09-13,2065,2868,1853,1448,1342
2010-09-14,2194,3046,2035,1497,1426
2010-09-15,2214,2963,2093,1569,1439
2010-09-18,2215,2913,2095,1611,1440
2010-09-19,2253,2988,2105,1639,1464
2010-09-20,2332,3129,2172,1675,1516
2010-09-21,2432,3282,2303,1711,1581
